        ;11/02/20;40702810000000001763     ;22863.21;0       ;
        ;12/02/20;40702810000000001763     ;522818  ;0       ;
        ;13/02/20;40702810000000001763     ;8443.87 ;0       ;
        ;14/02/20;40702810000000001763     ;413900  ;0       ;
        ;15/02/20;40702810000000001763     ;101500  ;57399.18;
        ;16/02/20;40702810000000001763     ;0       ;0       ;
        ;17/02/20;40702810000000001763     ;0       ;0       ;
        ;18/02/20;40702810000000001763     ;158217  ;950121.1;
        ;19/02/20;40702810000000001763     ;253809  ;0       ;
        ;20/02/20;40702810000000001763     ;125400  ;0       ;
        ;21/02/20;40702810000000001763     ;67054.29;0       ;
        ;22/02/20;40702810000000001763     ;101500  ;1423996.;
        ;23/02/20;40702810000000001763     ;0       ;0       ;
        ;24/02/20;40702810000000001763     ;0       ;0       ;
        ;25/02/20;40702810000000001763     ;0       ;0       ;
        ;26/02/20;40702810000000001763     ;0       ;0       ;
        ;27/02/20;40702810000000001763     ;0       ;0       ;
        ;28/02/20;40702810000000001763     ;0       ;0       ;
1874915.;01/02/20;40702810000000002092     ;1075    ;47208   ;
        ;02/02/20;40702810000000002092     ;0       ;0       ;
        ;03/02/20;40702810000000002092     ;0       ;0       ;
        ;04/02/20;40702810000000002092     ;817296.6;23814   ;
        ;05/02/20;40702810000000002092     ;0       ;16500   ;
        ;06/02/20;40702810000000002092     ;15225   ;22797   ;
        ;07/02/20;40702810000000002092     ;1500    ;70770   ;
        ;08/02/20;40702810000000002092     ;0       ;23310   ;
        ;09/02/20;40702810000000002092     ;0       ;0       ;
        ;10/02/20;40702810000000002092     ;0       ;0       ;
        ;11/02/20;40702810000000002092     ;7517.54 ;16986   ;
        ;12/02/20;40702810000000002092     ;0       ;48044   ;
        ;13/02/20;40702810000000002092     ;0       ;9810    ;
        ;14/02/20;40702810000000002092     ;0       ;33012   ;
        ;15/02/20;40702810000000002092     ;0       ;57198   ;
        ;16/02/20;40702810000000002092     ;0       ;0       ;
        ;17/02/20;40702810000000002092     ;0       ;0       ;
        ;18/02/20;40702810000000002092     ;0       ;38984   ;
        ;19/02/20;40702810000000002092     ;61632.41;46704   ;
        ;20/02/20;40702810000000002092     ;0       ;4410    ;
        ;21/02/20;40702810000000002092     ;69012.22;15408   ;
        ;22/02/20;40702810000000002092     ;0       ;25572   ;
        ;23/02/20;40702810000000002092     ;0       ;0       ;
        ;24/02/20;40702810000000002092     ;0       ;0       ;
        ;25/02/20;40702810000000002092     ;0       ;0       ;
        ;26/02/20;40702810000000002092     ;0       ;0       ;
        ;27/02/20;40702810000000002092     ;0       ;0       ;
        ;28/02/20;40702810000000002092     ;0       ;0       ;
21677.15;01/02/20;40702810000000000609     ;3550    ;0       ;
        ;02/02/20;40702810000000000609     ;0       ;0       ;
        ;03/02/20;40702810000000000609     ;0       ;0       ;
        ;04/02/20;40702810000000000609     ;0       ;0       ;
        ;05/02/20;40702810000000000609     ;10000   ;0       ;
        ;06/02/20;40702810000000000609     ;0       ;0       ;
        ;07/02/20;40702810000000000609     ;0       ;25000   ;
        ;08/02/20;40702810000000000609     ;21540.35;0       ;
        ;09/02/20;40702810000000000609     ;0       ;0       ;
        ;10/02/20;40702810000000000609     ;0       ;0       ;
        ;11/02/20;40702810000000000609     ;9370    ;25100   ;
        ;12/02/20;40702810000000000609     ;0       ;0       ;
        ;13/02/20;40702810000000000609     ;25000   ;0       ;
        ;14/02/20;40702810000000000609     ;0       ;0       ;
        ;15/02/20;40702810000000000609     ;0       ;50000   ;
        ;16/02/20;40702810000000000609     ;0       ;0       ;
        ;17/02/20;40702810000000000609     ;0       ;0       ;
        ;18/02/20;40702810000000000609     ;0       ;0       ;
        ;19/02/20;40702810000000000609     ;30000   ;0       ;
        ;20/02/20;40702810000000000609     ;0       ;0       ;
        ;21/02/20;40702810000000000609     ;1365.93 ;36240   ;
        ;22/02/20;40702810000000000609     ;35165   ;3205    ;
        ;23/02/20;40702810000000000609     ;0       ;0       ;
        ;24/02/20;40702810000000000609     ;0       ;0       ;
        ;25/02/20;40702810000000000609     ;0       ;0       ;
        ;26/02/20;40702810000000000609     ;0       ;0       ;
        ;27/02/20;40702810000000000609     ;0       ;0       ;
        ;28/02/20;40702810000000000609     ;0       ;0       ;
0       ;01/02/20;40702810000000000625     ;0       ;0       ;
        ;02/02/20;40702810000000000625     ;0       ;0       ;
        ;03/02/20;40702810000000000625     ;0       ;0       ;
        ;04/02/20;40702810000000000625     ;0       ;400000  ;
        ;05/02/20;40702810000000000625     ;399756.1;0       ;
        ;06/02/20;40702810000000000625     ;0       ;0       ;
        ;07/02/20;40702810000000000625     ;243.9   ;0       ;
        ;08/02/20;40702810000000000625     ;0       ;0       ;
        ;09/02/20;40702810000000000625     ;0       ;0       ;
        ;10/02/20;40702810000000000625     ;0       ;0       ;
        ;11/02/20;40702810000000000625     ;0       ;0       ;
        ;12/02/20;40702810000000000625     ;0       ;0       ;
        ;13/02/20;40702810000000000625     ;0       ;0       ;
        ;14/02/20;40702810000000000625     ;0       ;0       ;
        ;15/02/20;40702810000000000625     ;0       ;356.1   ;
        ;16/02/20;40702810000000000625     ;0       ;0       ;
        ;17/02/20;40702810000000000625     ;0       ;0       ;
        ;18/02/20;40702810000000000625     ;356.1   ;0       ;
        ;19/02/20;40702810000000000625     ;0       ;0       ;
        ;20/02/20;40702810000000000625     ;0       ;0       ;
        ;21/02/20;40702810000000000625     ;0       ;0       ;
        ;22/02/20;40702810000000000625     ;0       ;0       ;
        ;23/02/20;40702810000000000625     ;0       ;0       ;
        ;24/02/20;40702810000000000625     ;0       ;0       ;
        ;25/02/20;40702810000000000625     ;0       ;0       ;
        ;26/02/20;40702810000000000625     ;0       ;0       ;
        ;27/02/20;40702810000000000625     ;0       ;0       ;
        ;28/02/20;40702810000000000625     ;0       ;0       ;
988089.0;01/02/20;40702810000000000638     ;987479.1;0       ;
        ;02/02/20;40702810000000000638     ;0       ;0       ;
        ;03/02/20;40702810000000000638     ;0       ;0       ;
        ;04/02/20;40702810000000000638     ;0       ;0       ;
        ;05/02/20;40702810000000000638     ;0       ;0       ;
        ;06/02/20;40702810000000000638     ;0       ;0       ;
        ;07/02/20;40702810000000000638     ;0       ;0       ;
        ;08/02/20;40702810000000000638     ;0       ;0       ;
        ;09/02/20;40702810000000000638     ;0       ;0       ;
        ;10/02/20;40702810000000000638     ;0       ;0       ;
        ;11/02/20;40702810000000000638     ;0       ;0       ;
        ;12/02/20;40702810000000000638     ;0       ;0       ;
        ;13/02/20;40702810000000000638     ;0       ;0       ;
        ;14/02/20;40702810000000000638     ;0       ;0       ;
        ;15/02/20;40702810000000000638     ;500     ;0       ;
        ;16/02/20;40702810000000000638     ;0       ;0       ;
        ;17/02/20;40702810000000000638     ;0       ;0       ;
        ;18/02/20;40702810000000000638     ;0       ;0       ;
        ;19/02/20;40702810000000000638     ;0       ;0       ;
        ;20/02/20;40702810000000000638     ;0       ;0       ;
        ;21/02/20;40702810000000000638     ;0       ;0       ;
        ;22/02/20;40702810000000000638     ;35.4    ;0       ;
        ;23/02/20;40702810000000000638     ;0       ;0       ;
        ;24/02/20;40702810000000000638     ;0       ;0       ;
        ;25/02/20;40702810000000000638     ;0       ;0       ;
        ;26/02/20;40702810000000000638     ;0       ;0       ;
        ;27/02/20;40702810000000000638     ;0       ;0       ;
        ;28/02/20;40702810000000000638     ;0       ;0       ;
